arxiv_id,published,year,title,summary,authors,primary_category,all_subjects,math_categories,url,pdf_url
2606.17307v1,2026-06-15,2026,"A program to find families of graphs in Free$\{C_4,4K_1\}$ with bounded clique width","In this paper we study the class of graphs without cycles of size 4 and independent sets of size 4 as induced subgraphs: $\mathop{Free}\{C_4, 4K_1\}$. This is one of the three minimal minimal open cases for the complexity of the colouring problem when restricted to classes defined by excluding induced subgraphs of order 4. We investigate the clique width of some subclasses of $\mathop{Free}\{C_4, 4K_1\}$.   We introduce a new framework: the $(k,l,m)$-decomposition and prove that if all the graphs of a class $\cal G$ are $(k,l,m)$-decomposable, then graphs in $\cal G$ have bounded clique width. We give a few examples of such class, found with the help of a program we designed.   We also show, for any graph $G \in \mathop{Free}\{C_4, 4K_1\}$ that is 3 cliques coverable, an infinite family in $\mathop{Free}\{C_4, 4K_1\}$ of supergraphs of $G$ which have unbounded clique width.","Cléophée Robin, Alexandre Talon",cs.DM,cs.DM; math.CO,math.CO,http://arxiv.org/abs/2606.17307v1,https://arxiv.org/pdf/2606.17307v1
2606.17313v1,2026-06-15,2026,A characterization of the spectral Lie operad,"In this paper we study the structure of the $\infty$-category of spectral Lie algebras. We show that this $\infty$-category admits an interesting symmetric monoidal structure, defined by an analog of the smash product of pointed spaces, and that the free Lie algebra functor $\mathrm{Sp} \to \mathrm{Lie}(\mathrm{Sp})$ is symmetric monoidal with respect to it. Moreover, this property of the free functor essentially characterizes the spectral Lie operad (among nonunital operads in spectra). This result may be thought of as Koszul dual to the more familiar fact that the free commutative algebra functor takes direct sums to tensor products. One of the key ideas is that the $\infty$-category of spectral Lie algebras behaves in many ways like the $\infty$-category of pointed spaces. More precisely, we deduce structural facts about spectral Lie algebras from familiar statements about spaces by differentiating, in the sense of Goodwillie calculus. The tool to do this is the highly structured generalization of Arone-Ching's chain rule established by Blans-Blom. Numerous other features of spectral Lie algebras follow as well, such as a version of Mather's second cube lemma, the relation between the James construction and loop-suspensions, the Hilton-Milnor splitting, and a version of the EHP sequence.","Max Blans, Gijs Heuts",math.AT,math.AT,math.AT,http://arxiv.org/abs/2606.17313v1,https://arxiv.org/pdf/2606.17313v1
2606.17317v1,2026-06-15,2026,Transformer-Based Warm-Starting for Feasible and Optimal Terminal Approach to Tumbling Objects with Space Manipulators,"Real-time trajectory generation for on-orbit robotic servicing is challenging due to the nonlinear coupling between spacecraft bus motion, manipulator dynamics, visibility cone, and trajectory-level safety constraints. This paper studies learning-based warm-starting for sequential convex programming (SCP) in the terminal approach of a space manipulator toward a tumbling target. The proposed framework decomposes the problem into a system center-of-mass translational planning stage and a coupled attitude--manipulator torque-allocation stage, and applies a causal transformer warm-start to the latter, which constitutes the dominant computational bottleneck. Linear and flow matching action decoders are compared under different action-chunking and training dataset sizes, and the resulting warm-starts are evaluated under both cost-optimal and feasibility projection using SCP. Across 300 held-out scenarios, the learned warm-start reduces the second-stage SCP iteration count by up to 28% and the runtime by 23% while preserving the final control-cost distribution. When the learned warm-starts are used for nonconvex feasibility projection, they nearly halve the runtime relative to cost-optimal SCP, while avoiding the catastrophic high-cost tail behavior observed when initialized heuristically. These results indicate that sequence-model warm-starts can improve both the computational efficiency and trajectory robustness of optimization-based terminal guidance for space manipulation.","Yuji Takubo, Maximilian Adang, Mac Schwager, Simone D'Amico",cs.RO,cs.RO; cs.AI; math.OC,math.OC,http://arxiv.org/abs/2606.17317v1,https://arxiv.org/pdf/2606.17317v1
2606.17318v1,2026-06-15,2026,Schubert varieties for the super affine Grassmannian of $GL_{n|m}$,"We study Schubert varieties of the affine Grassmannian for the general linear supergroup $GL_{n|m}$. An explicit computational study is conducted in low-dimensional cases, namely for dimensions $n|m = 1|1$ and $2|1$. We describe the supervariety structures that arise in these settings, providing coordinate descriptions, equations, and morphisms.","Vladimir Stukopin, Sofia Gureva",math.AG,math.AG,math.AG,http://arxiv.org/abs/2606.17318v1,https://arxiv.org/pdf/2606.17318v1
2606.17319v1,2026-06-15,2026,Tight $L_\infty$ Sample Complexity for Low-Degree and Sparse Boolean Polynomials,"Motivated by the optimization of bounded binary black-box functions, we study the problem of learning polynomial surrogates over the Boolean hypercube. To ensure that optimizing the surrogate yields good solutions for the underlying objective, we require uniform $L_\infty$-error guarantees rather than the usual $L_2$-type guarantees. We characterize the minimax sample complexity of uniform estimation under subgaussian noise for two classes of bounded polynomials. First, for polynomials of degree at most $d$ on $n$ variables, the sample complexity scales as $n^{d+1}$. Second, for $s$-sparse Fourier-Walsh polynomials with $s \leq n$, it scales as $ns^2$. These rates differ structurally from the noiseless setting, where uniform exact recovery scales as $n^d$ and $ns$, respectively. Our lower bounds hold even for arbitrary adaptive learners, showing that the additional factors are intrinsic to the noisy cases. Standard Fourier-analysis tools for the $L_2$-norm do not naturally extend to the $L_\infty$-setting in a way that yields uniform guarantees. Our proofs overcome this difficulty by relying on suitably chosen auxiliary norms that serve as proxies for controlling the $L_\infty$-error. Together, our results provide a tight characterization of the sample complexity of learning optimization-safe polynomial surrogates.","Jasper van Doornmalen, Mathieu Molina, Victor Verdugo, José Verschae",stat.ML,stat.ML; cs.LG; math.CO; math.ST,math.CO;math.ST,http://arxiv.org/abs/2606.17319v1,https://arxiv.org/pdf/2606.17319v1
2606.17324v1,2026-06-15,2026,Finite-Orbit Actions and Exact Reconstruction,"We associate a profinite group to every group \(G\) acting on a set \(Ω\) with finite orbits. For each finite \(G\)-stable subset \(A\subseteqΩ\), let \(G_A\leq\operatorname{Sym}(A)\) be the induced finite permutation group. The groups \(G_A\), with the natural restriction maps, form an inverse system, and we define $Γ_Ω:=\varprojlim_A G_A$. We show that \(Γ_Ω\) acts naturally on \(Ω\) and is canonically topologically isomorphic to the closure of the image of \(G\) in \(\operatorname{Sym}(Ω)\), endowed with the topology of pointwise convergence. We introduce the finite-level exactness property \(\textup{FLEP}\), under which subgroups of \(Γ_Ω\) are recovered up to closure from their fixed-point sets, and closed subgroups are recovered exactly. We prove several equivalent formulations of \(\textup{FLEP}\). Under this condition, the fixed-point set construction gives an inclusion-reversing bijection between closed subgroups of \(Γ_Ω\) and the fixed subsets of \(Ω\) arising from closed subgroups. We apply the theory in two directions. First, every profinite group \(Γ\) is recovered from its normal finite-quotient action on $\coprod_{N}Γ/N$, where \(N\) ranges over the open normal subgroups of \(Γ\). For this action, \(\textup{FLEP}\) holds precisely when every finite quotient \(Γ/N\), with \(N\) open and normal, is a Dedekind group. Second, if \(G\leq\Aut(E)\) acts on a field \(E\) with finite orbits and \(F=E^G\), then \(E/F\) is Galois and the construction yields a canonical topological isomorphism $Γ_E \cong_{\mathrm{top}} \operatorname{Gal}(E/F)$, where \(\operatorname{Gal}(E/F)\) has the Krull topology. Thus the Krull Galois group is recovered from finite-orbit data.",Nikolaos Marmaridis,math.GR,math.GR,math.GR,http://arxiv.org/abs/2606.17324v1,https://arxiv.org/pdf/2606.17324v1
2606.17335v1,2026-06-15,2026,Mazur's knot and the Octahedron,"Mazur's knot exterior in $S^1\times S^2$ admits a geometric description using a single regular ideal octahedron. The resulting hyperbolic structure is closely related to the Whitehead link exterior through Adams' theorem on thrice-punctured spheres. The same octahedral framework applies to the family of Jester manifolds introduced by Sparks. Using hyperbolic geometry, hyperbolic Dehn filling, and recent results on systolic geodesics, we prove that the boundaries of all Mazur and Jester manifolds are pairwise nonhomeomorphic, regardless of orientation. Consequently, the corresponding compact, contractible $4$-manifolds are pairwise nonhomeomorphic.","Jack S. Calcut, Yangyang Du",math.GT,math.GT,math.GT,http://arxiv.org/abs/2606.17335v1,https://arxiv.org/pdf/2606.17335v1
2606.17346v1,2026-06-15,2026,$L_1$ Actions and Embeddings of Property A Spaces,"We provide several new characterizations of Property A for bounded degree graphs. In particular, we show that $(X,d)$ has Property A if and only if there is a proper gauge $ω$ such that the Lipschitz free space $\operatorname{LF}(X,ω\circ d)$ is isomorphic to $\ell_1$. As a consequence, all finitely generated groups with Property A admit proper uniformly Lipschitz affine actions on $\ell_1$. Moreover, for groups with finite Nagata dimension, we obtain actions with compression exponent 1. This result applies to higher rank lattices, such as $\operatorname{SL}(3,\mathbb{Z})$. We also show that a countable discrete group coarsely embeds into $L_1$ if and only if it admits a proper uniformly Lipschitz affine action on a subspace of $L_1$.","Chris Gartland, Ignacio Vergara, Tianyi Zheng",math.GR,math.GR; math.FA; math.MG,math.FA;math.GR;math.MG,http://arxiv.org/abs/2606.17346v1,https://arxiv.org/pdf/2606.17346v1
2606.17353v1,2026-06-15,2026,Free boundary flow through cylindrical singularities,"We consider mean curvature flow with free boundary through cylindrical or half-cylindrical singularities, namely singularities of the types $\mathbb{R}^k\times S^{n-k}$, $\mathbb{R}^k_+\times S^{n-k}$ or $\mathbb{R}^k\times S^{n-k}_+$. Using the foundational results for free boundary Brakke flows by Edelen and the first author, and the recent classification of ancient asymptotically cylindrical flows by Bamler-Lai, we prove that all these singularities have a mean-convex neighborhood. Moreover, generalizing work of Hershkovits-White to the free boundary setting we show that the free boundary level set flow is nonfattening provided all singularities have a mean-convex neighborhood. We conclude that free boundary flow through singularities is well-posed as long as all singularities are of cylindrical or half-cylindrical type.","Yueheng Bao, Robert Haslhofer",math.DG,math.DG; math.AP,math.AP;math.DG,http://arxiv.org/abs/2606.17353v1,https://arxiv.org/pdf/2606.17353v1
2606.17356v1,2026-06-15,2026,A general framework for inequalities on simple graphs,"A general framework is developed for deriving sharp inequalities on simple graphs from majorization and Schur-convexity. After establishing majorization relations between the spectrum of an arbitrary graph and the spectra of the complete, complete bipartite, and matching graphs, it is shown that every positive Schur-convex spectral functional yields several sharp inequalities relating $λ_1$, $|λ_n|$, and $\|G\|_\ast$. This reduces the problem of proving graph inequalities to the choice of a suitable Schur-convex function. This optimization problem is then studied within the family of random vector norms, whose moment and cumulant expansions connect the framework to the numbers of closed walks. This yields new sharp results, recovers classical inequalities from a unified viewpoint, and produces further bounds in settings such as triangle-free and square-free graphs.","Ludovick Bouthat, Ángel Chávez, Sam Sheng",math.CO,math.CO,math.CO,http://arxiv.org/abs/2606.17356v1,https://arxiv.org/pdf/2606.17356v1
2606.17363v1,2026-06-15,2026,Domain decomposition methods for the Stokes-Biot model of fluid-poroelastic structure interaction,"We develop a non-overlapping domain decomposition method for the numerical solution of the Stokes-Biot model of fluid-poroelastic structure interaction in a mixed form. The model is based on a velocity-pressure formulation for the free fluid, a three-field stress-displacement-rotation formulation with weakly symmetric stress for the solid deformation, and a Darcy velocity-pressure formulation for the fluid in the poroelastic media. Mass conservation, balance of stress, and the Beavers-Joseph-Saffman slip with friction condition are imposed on the interface. The interface conditions are incorporated through Lagrange multipliers modeling the traces of the displacement and the Darcy pressure. The system is discretized using stable mixed finite element spaces for Stokes flow, elasticity, and Darcy flow. The domain is decomposed into a union of subdomains of either Stokes or Biot type with three types of interfaces: Stokes-Stokes, Biot-Biot, and Stokes-Biot. On the Stokes-Stokes interfaces, a normal stress Lagrange multiplier is introduced to impose weakly velocity continuity, while the Biot-Biot and Stokes-Biot interfaces are equipped with displacement and pressure Lagrange multipliers to impose weakly continuity of normal stress and normal velocity, respectively. The global problem is reduced via Schur complement to an interface problem for the Lagrange multipliers, which is solved by GMRES. Each iteration requires the solution of local Stokes or Biot problems, which can be performed in parallel. We show that the resulting interface operator is positive definite and analyze the convergence of the GMRES iteration through fields-of-value analysis. Numerical experiments are presented to illustrate the performance of the method.","Manraj Ghumman, Manu Jayadharan, Ivan Yotov",math.NA,math.NA,math.NA,http://arxiv.org/abs/2606.17363v1,https://arxiv.org/pdf/2606.17363v1
2606.17364v1,2026-06-15,2026,A Polyak-Ruppert Central Limit Theorem for SA-Adam with Momentum and Non-Convergent Adaptive Preconditioning,"Adaptive optimizers combining preconditioning, momentum, and weight decay (Adam and AdamW) are, under Polyak-Ruppert averaging, candidate engines for one-pass inference. Does the averaged iterate keep the classical Polyak-Ruppert central limit theorem (CLT), with sandwich covariance $H^{-1}SH^{-1}$ (Hessian $H$, gradient covariance $S$), under momentum and non-convergent preconditioning? The preconditioner-only analysis does not carry over: with momentum the canonical decomposition collapses to a tautology. Treating the augmented state (iterate, momentum buffer) as a time-varying linear stochastic approximation (SA), we prove (under local stabilization) positive drift stability, a non-autonomous Polyak-Ruppert CLT, and a projection identity. The upshot: the iterate-marginal covariance is exactly the plain stochastic gradient descent (SGD) sandwich $H^{-1}SH^{-1}$, so the adaptivity is asymptotically invisible. This holds for SA-Adam (sub-linearly vanishing momentum gain, $γ\in(α,1)$; the sub-linear regime is essential), not constant-$β$ deployed Adam. Coupled $L_2$ weight decay yields the ridge-penalized sandwich, extending one-pass inference to regularized problems.","Sunyoung An, Xiaoming Huo",math.ST,math.ST; math.OC; stat.ML,math.OC;math.ST,http://arxiv.org/abs/2606.17364v1,https://arxiv.org/pdf/2606.17364v1
2606.17366v1,2026-06-15,2026,A Persistent Homology Signature of Knotting,"We ask whether knotting can be recognised using persistent homology. Starting from a point-cloud representation of a curve, we compute one-dimensional persistent homology, extract cycle representatives, and assign a hypergraph curvature-based score to these cycles. Motivated by proteins but tested more broadly, the method reveals systematic differences between knotted and unknotted structures in both protein families and synthetic examples. This suggests that knotting leaves a detectable persistent-homology-based signature.","Aurelie Jodelle Kemme, Collins A. Agyingi, Colleen Farrelly, Agnese Barbensi",math.AT,math.AT; math.GT; q-bio.BM,math.AT;math.GT,http://arxiv.org/abs/2606.17366v1,https://arxiv.org/pdf/2606.17366v1
2606.17369v1,2026-06-15,2026,Inference Optimal Long Run Variance Estimation with Lugsail Kernels,"For datasets with unknown but stationary serial dependence, a robust long run variance estimator is essential to handle diverse scenarios. Spectral variance estimators are commonly used but tend to exhibit significant negative bias in the presence of positive correlation. To overcome this, zero lugsail estimators have been introduced, offering zero asymptotic bias regardless of the correlation structure. However, there are currently no guidelines for selecting the optimal bandwidth for lugsail estimators, a critical component in the estimation process. We propose an inference optimal bandwidth rule for lugsail estimators, based on nonstandard fixed-smoothing limiting distributions developed in our study. This approach significantly improves bias correction, accounts for variability, and provides an estimator optimized for robust inference. Our theoretical findings are supported by a simulation study.","Rebecca P. Kurtz-Garcia, James M. Flegal",math.ST,math.ST; stat.ME,math.ST,http://arxiv.org/abs/2606.17369v1,https://arxiv.org/pdf/2606.17369v1
2606.17370v1,2026-06-15,2026,Relative symplectic cohomology in complex projective spaces,"Relative symplectic cohomology is an invariant of compact subsets of a closed symplectic manifold, introduced by Varolgunes. There are many examples of computations of this invariant over the Novikov field, but the collection of computed examples over the Novikov ring is still quite limited. One reason for this is that such computations require determining the relevant Floer complexes for Hamiltonians that are not necessarily $C^2$-small Morse functions. In this work, we present a computation of relative symplectic cohomology over the Novikov ring for balls and their complements in $\mathbb{C}P^n$. Our computation relies on explicit descriptions of Floer complexes, in the Morse--Bott setting with cascades, for J-shaped Hamiltonians on $\mathbb{C}P^n$. This allows us to deduce new estimates for the stable displacement energy of the boundaries of balls in $\mathbb{C}P^n$.","Adi Dickstein, Yaniv Ganor",math.SG,math.SG,math.SG,http://arxiv.org/abs/2606.17370v1,https://arxiv.org/pdf/2606.17370v1
2606.17206v1,2026-06-15,2026,Finite basis property for finite graded algebras,Let $G$ be a finite group and let $\F$ be a finite field. We prove that any finite-dimensional $G$-graded associative algebra $A$ over $\F$ has a finite basis for its $G$-graded polynomial identities.,"Yuri Bahturin, Daniela Martinez Correa, Diogo Diniz",math.RA,math.RA,math.RA,http://arxiv.org/abs/2606.17206v1,https://arxiv.org/pdf/2606.17206v1
2606.17194v1,2026-06-15,2026,Improved bounds for lines and $1$-separated sets in Euclidean Ramsey theory,"Let $K$ be a $1$-separated set of diameter at most $R-1$, and let $\ell_m$ denote a collection of $m$ points on a line, with consecutive points of distance $1$ apart. Conlon and Fox (2019) demonstrated a coloring of $n$-dimensional Euclidean space avoiding red congruent copies of $\ell_2$ and blue congruent copies of $K$ for $|K| > 10000^n\log R$. We show here a stronger bound, that in fact $|K| > (11 + o(1))^n\ln R$ suffices for arbitrary $1$-separated $K$, while the improvement $|K| > (5 + o(1))^n\ln R$ holds in many cases, including when $K = \ell_m$, or more generally when $K$ is contained in a low-dimensional affine subspace. We also make a special study of the case when $n=2$, demonstrating a two-coloring of two-dimensional Euclidean space avoiding red copies of $\ell_2$ and blue copies of $\ell_{6330}$. This latter result addresses a question of Erdős and Graham.","Gabriel Currier, Param Mody, Zehan Xie, Jiaming Zhang",math.CO,math.CO,math.CO,http://arxiv.org/abs/2606.17194v1,https://arxiv.org/pdf/2606.17194v1
2606.16948v1,2026-06-15,2026,The Optimal Rate Function in Covariant Quantum State Tomography,"The problem of quantum tomography is to estimate an unknown quantum state $ρ$ from a measurement of $n$ copies of $ρ$. One can ask which tomography protocol, i.e.\ which choice of multi-copy measurement, gives the best possible estimate of $ρ$. To do so, we characterize tomography protocols by their \emph{rate function}, which governs the exponential rate at which a protocol assigns probability to a particular estimate $σ$ of the true state $ρ$. This rate function is a quantum mechanical generalization of the classical relative entropy between the true state and its estimate, and depends on the choice of protocol. It is bounded by the quantum relative entropy, and we show that this bound is sharp: for any $ρ$ and $σ$ we construct a family of protocols whose rate functions converge to the quantum relative entropy $D(σ\|ρ)$.   We consider the family of covariant tomography protocols; these are the basis independent state estimation schemes that assume no prior information about $ρ$ and $σ$. Keyl described a specific tomography protocol based on Schur sampling, and conjectured that among all covariant tomography protocols it has the largest possible rate function for all $σ$ and $ρ$. We prove this conjecture. The resulting rate function is an annealed version of quantum relative entropy, due to the cost of learning the eigenbasis in covariant quantum state tomography.","Arick Grootveld, Alexander Maloney, Jason Pollack, Peixue Wu",quant-ph,quant-ph; hep-th; math-ph; math.PR,math.PR,http://arxiv.org/abs/2606.16948v1,https://arxiv.org/pdf/2606.16948v1
2606.17193v1,2026-06-15,2026,Configuration Spaces and Braid Groups,"The main thrust of these notes is 3-fold: (1) An analysis of certain $K(π,1)$'s that arise from the connections between configuration spaces, braid groups, and mapping class groups, (2) a function space interpretation of these results, and (3) a homological analysis of the cohomology of some of these groups for genus zero, one, and two surfaces possibly with marked points, as well as the cohomology of certain associated function spaces.   An example of the type of results given here is an analysis of the space k particles moving on a punctured torus up to equivalence by the natural $SL(2,\mathbb{Z})$ action.","Fred Cohen, Jonathan Pakianathan",math.AT,math.AT,math.AT,http://arxiv.org/abs/2606.17193v1,https://arxiv.org/pdf/2606.17193v1
2606.16949v1,2026-06-15,2026,Categorified Spectral Duality: From Operator Systems to Spectral Stacks and Back,"Classical Gelfand duality provides an equivalence between commutative C-star algebras and topological spaces, but fails to furnish a geometric object for noncommutative operator systems. To address this, we introduce a categorified notion of spectrum that captures the full operator-semantic structure. For an operator system A, we construct a spectral stack, denoted Spec(A), over the site of its commutative contexts. The construction proceeds in three stages. First, we encode the syntax of A via a colored operad called the synergy operad. Second, we aggregate local semantic data using a left Kan extension, providing an explicit coend formula. Third, we enforce descent via sheafification, yielding a stack that satisfies higher gluing conditions. We prove that Spec(A) satisfies a Yoneda-style universal property, making it the initial descent-complete semantic realization of A. This yields a contravariant functor from operator systems to spectral objects that admits a right adjoint, the global sections functor. Under semantic generation and descent completeness, the counit of this adjunction is an equivalence, establishing a reconstruction theorem: A is isomorphic to the endomorphisms of the structure sheaf on its spectrum. We further provide a recognition theorem characterizing the essential image of this functor and prove Morita invariance of the associated quasi-coherent sheaf categories. The construction naturally recovers classical Gelfand spectra and Bohrification as truncations of a Postnikov tower. Explicit computations for matrix algebras, Pauli systems, and the Mermin-Peres square yield a quantitative invariant of contextuality extracted from the inertia stack of Spec(A). Comparison theorems show that our framework subsumes Gelfand duality, Bohrification, and Tannaka reconstruction as special cases.",Shih-Yu Chang,math.CT,math.CT; math.OA,math.CT;math.OA,http://arxiv.org/abs/2606.16949v1,https://arxiv.org/pdf/2606.16949v1
2606.16955v1,2026-06-15,2026,Canonical Ramsey theorem for graphs with clean intersections,"Extending earlier results of Nešetřil and Rödl [Selective graphs and hypergraphs, Ann. Discrete Math. 3 (1978), 181--189], we show that for every ordered graph $F$ there exist an ordered graph $H$ and a system $\mathscr{H}_F$ of induced copies of $F$ such that every colouring of the edges of $H$ yields a canonically coloured copy of $F$ from $\mathscr{H}_F$ and any two copies from $\mathscr{H}_F$ intersect either in a vertex or an edge or not at all.   As a consequence, this allows us to construct, for any given ordered graph $F$, canonical Ramsey graphs $H$ enjoying additional structural properties. In particular, $H$ can have the same clique number as $F$ and, provided $F$ is not bipartite, the same odd girth. Moreover, if $F$ is connected, then the copies of $F$ from $\mathscr{H}_F$ are not only induced, but their pairs of vertices also have the same distances in $H$ as in $F$.","Matías Azócar Carvajal, Ayush Basu, Christian Reiher, Vojtěch Rödl, Giovanne Santos, Mathias Schacht",math.CO,math.CO,math.CO,http://arxiv.org/abs/2606.16955v1,https://arxiv.org/pdf/2606.16955v1
2606.16956v1,2026-06-15,2026,Multisymmetric polynomials on set-theoretic quiver representations,"Eventually constant set-valued representations of a quiver are set-theoretic analogues of nilpotent representations. In recent work by Green-Holmes-Im, the authors enumerated eventually constant set-valued representations for equioriented cyclic quivers using the directed matrix-tree theorem. In this paper, we extend this enumeration to finite quivers without sinks for which every vertex is the target of sufficiently long paths. We encode the representations as directed acyclic graphs and introduce a recursive source-removal method for certain classes of directed acyclic graphs. This yields a strictly upper triangular matrix enumerator in the incidence algebra of the subset lattice. To compute the cardinality of the eventually constant representations, we compress this enumerator to a matrix indexed by cardinality vectors, the set-theoretic analogues of dimension vectors. We conclude by specializing the formulas to the Jordan quiver and recovering the multisymmetric generating polynomial for the cyclic quiver without using the matrix-tree theorem.","Radford Green, Cornell Holmes, Mee Seong Im",math.RT,math.RT; math-ph; math.CO,math.CO;math.RT,http://arxiv.org/abs/2606.16956v1,https://arxiv.org/pdf/2606.16956v1
2606.16962v1,2026-06-15,2026,Threshold dynamics for the $3d$ radial cubic NLS with repulsive inverse-square potential,We classify the dynamics of radial $H^1$ solutions at the (radial) ground state threshold for the $3d$ cubic NLS in the presence of a repulsive inverse-square potential.,"Luke Baker, Luccas Campos, Jason Murphy, Renzo Scarpelli",math.AP,math.AP,math.AP,http://arxiv.org/abs/2606.16962v1,https://arxiv.org/pdf/2606.16962v1
2606.16963v1,2026-06-15,2026,Encoding Phylogenetic Networks with Least Common Ancestor Constraints,"Encoding phylogenetic networks by suitable substructures is a central problem in phylogenetic combinatorics. We study encodings based on least common ancestor (LCA) constraints. For a directed acyclic graph (DAG) $G$ with leaf set $X$, we consider the relation on pairs of leaves in which $(ab,xy)$ records that the LCAs of $a,b$ and $x,y$ are well-defined and that the former is a descendant of the latter.   We first identify precisely which part of $G$ is determined by this relation. To this end, we compare the canonical DAG constructed from the LCA relation with the 2-regularization of $G$, obtained by removing all vertices that are not LCAs of one or two leaves and then deleting shortcut edges. We prove that these two DAGs are isomorphic. Hence the obstruction to encoding a graph by its LCA relation is exactly the information lost under 2-regularization.   This yields a general reconstruction principle, which we apply to several natural classes of phylogenetic networks. In particular, we show that shortcut-free 2-LCA-relevant DAGs, phylogenetic trees, regular level-1 networks, regular networks with binary clustering systems, regular networks whose clustering systems are closed weak hierarchies, strong-phylogenetic normal networks, separated phylogenetic normal networks, and binary normal networks are encoded by their LCA relations.   We also introduce a sparse triple-like restriction consisting only of comparisons of the form $(ab,ac)$, where $a,b,c\in X$ are pairwise distinct. For graphs with the 2-LCA property, we show that this sparse relation, together with the leaf set, determines the full LCA relation after a natural closure operation. Consequently, several of the above classes can be reconstructed, up to isomorphism, from the sparse relation in polynomial time.","Marc Hellmuth, Anna Lindeberg, Vincent Moulton",cs.DM,cs.DM; math.CO,math.CO,http://arxiv.org/abs/2606.16963v1,https://arxiv.org/pdf/2606.16963v1
2606.16971v1,2026-06-15,2026,Small $q$-kernels in digraphs with minimum in-degree $δ$,"For a digraph $D$, a subset $Q\subseteq V(D)$ is called a $q$-kernel if $Q$ is an independent set and all vertices in $V(D)$ are reachable from $Q$ via a directed path of length at most $q$. Given integers $q\geq 2$ and $δ\geq 1$, Spiro arXiv:2404.07305 [math.CO] posed the question: what is the smallest constant $c_{δ,q}$ such that every digraph $D$ with minimum in-degree $δ$ has a $q$-kernel of size at most $c_{δ,q}|V(D)|$? We show the constants $c_{δ,q}$ are monotone in both $δ$ and $q$, and we improve upon the known upper bounds for $c_{δ,q}$. Our main results show $\frac{1}{δ+1} \leq c_{δ,q}\leq \frac{1}{\lfloor\sqrt{δ+1}\rfloor+1}$ for all $q \geq 3$ and $δ\geq 1$, and $ c_{δ,q}=\frac{1}{δ+1}$ whenever $δ\geq 1$ and $q \geq \left\lceil\frac{3δ}{2}\right\rceil + 1$.","Geoffrey Boyer, Matt Burnham, Daniela Černá, Stephen G. Hartke, Isaiah Hollars, Joel Jeffries, Sydney Miyasaki, Tobias Timofeyev",math.CO,math.CO,math.CO,http://arxiv.org/abs/2606.16971v1,https://arxiv.org/pdf/2606.16971v1
2606.16980v1,2026-06-15,2026,"The stability index and Yau's conjecture for Carlotto-Schulz minimal hypertori, part II","For any closed minimal hypersurface $M$ in the $N+1$-dimensional Euclidean sphere $S^{N+1}$, $-N$ is an eigenvalue of the stability operator. In this paper we show that the multiplicity of this eigenvalue for the Carlotto and Schulz minimal embedding $X_{CS}^{n}:S^{n-1}\times S^{n-1}\times S^{1}\to S^{2n}$ is at least $2n+1+n^2$. We conjecture that if $n>2$, then the stability index of $X_{CS}^{n}$ is $\frac{1}{3} \left(n^3+9 n^2+11 n+3\right)$ and for the hypertorus in $S^4$ (case $n=2$) the stability index is $27$. We numerically verify the conjecture for the first 100 values of $n$. We also numerically verify that Yau's conjecture on the first eigenvalue of the Laplacian holds when $2\le n\le 260$.",Oscar Perdomo,math.DG,math.DG,math.DG,http://arxiv.org/abs/2606.16980v1,https://arxiv.org/pdf/2606.16980v1
2606.16983v1,2026-06-15,2026,Grassmannian quantum cohomology in the infinite limit and total positivity,"The theory of total positivity was shown by Lusztig to be intrinsically linked to the canonical basis with its positivity properties. When we restrict ourselves to studying total positivity just for the set of lower-triangular unipotent Toeplitz matrices, say in type $A$, then there is a similar link with the quantum cohomology rings of flag varieties and the Schubert bases and their positivity properties. Namely, this builds on a theory of Dale Peterson that gives a uniform Lie-theoretic description of all of the quantum cohomology rings $qH^*(G/P)$. In a precursor to this paper, the Schubert basis and quantum parameters in $qH^*(SL_n/B)$, which restrict to positive-valued functions on totally positive Toeplitz matrices, were analysed with respect to their limiting behaviour as $n\to\infty$, uncovering a novel connection with the classical Edrei theorem on parametrising the infinite totally positive Toeplitz matrices. In this paper we study the Grassmannian case, using the conventions from the $SL_{n}/B$ setting as a guide, and we determine the quantum parameter and Schubert class asymptotics in different scenarios. Along the way, we obtain a new interpretation of the strange duality involution on the localised quantum cohomolgy ring of the Grassmannian. Finally, we prove an asymptotic formula for quantum parameters in a partial flag setting, and we furthermore formulate some conjectures concerning partial flag varieties and related quantum cohomology asymptotics.","Ines Chung-Halpern, Konstanze Rietsch",math.CO,math.CO; math.RT,math.CO;math.RT,http://arxiv.org/abs/2606.16983v1,https://arxiv.org/pdf/2606.16983v1
